Date,Adj Close,Close,High,Low,Open,Volume
2012-01-03 00:00:00+00:00,0.45958790540785244,0.4595888362377675,0.4458013013769009,0.44657161395996514,0.46104255947237305,0.23646778642724128
2012-01-04 00:00:00+00:00,0.43465571050167373,0.43465661714658943,0.43873630374364536,0.4349088234412579,0.45181777387691646,0.3088106730140539
2012-01-05 00:00:00+00:00,0.3929035195273498,0.3929043856713502,0.4214775895196621,0.39748167841661997,0.4378151954444842,0.24408662704109566
2012-01-06 00:00:00+00:00,0.38619867248167306,0.3861995321217647,0.3957744881273033,0.3862999028735339,0.39995707186877905,0.19476492551775818
2012-01-09 00:00:00+00:00,0.3845101736741632,0.3845110316763588,0.38879359760872956,0.38900405274153416,0.39083141328561877,0.22032952403969044
2012-01-10 00:00:00+00:00,0.4166272187818494,0.4166281079385711,0.40253656873033816,0.4037526944696239,0.39522884253795176,0.2539803533976736
2012-01-11 00:00:00+00:00,0.4089951847713058,0.40899606652471887,0.4084409867440124,0.4091112563822781,0.4153977992027378,0.29647866433300885
2012-01-12 00:00:00+00:00,0.4090283274614188,0.40902920924698105,0.4176423379445222,0.41702475469289313,0.41420762927659793,0.33630943107336864
2012-01-13 00:00:00+00:00,0.41293528477492725,0.412936170350359,0.41298277093681923,0.40846434065386594,0.42167993324586805,0.30787715920982933
2012-01-16 00:00:00+00:00,0.4127697329960216,0.41277061841086293,0.40211603315693,0.4063406814081798,0.39974218904570624,0.1817286649029969
2012-01-17 00:00:00+00:00,0.4269575527825633,0.42695845196002835,0.4174908794294121,0.4217364008771354,0.42997899524440575,0.2577346748572687
2012-01-18 00:00:00+00:00,0.40798538358864533,0.40798626436251995,0.4186347033347402,0.4156975486705663,0.4280117922397917,0.29303846963521524
2012-01-19 00:00:00+00:00,0.4382978496375969,0.43829875981550004,0.42233541638073113,0.41949674071445875,0.41564577817812465,0.40147553446515233
2012-01-20 00:00:00+00:00,0.43136132710444763,0.4313622305537098,0.4237821573162799,0.4348258730648624,0.43974946374142965,0.34330255144395716
2012-01-23 00:00:00+00:00,0.4409135354099736,0.44091444812517266,0.43305069564551024,0.43530705005293746,0.4302105068659583,0.27759432606003215
2012-01-24 00:00:00+00:00,0.4362451045821629,0.43624601276884,0.42119159247540283,0.43361482997198,0.4300120913967198,0.27223390486671023
2012-01-25 00:00:00+00:00,0.43028524054156136,0.4302861429469861,0.428206158694191,0.4243243878156915,0.4410884856306596,0.2705530733630386
2012-01-26 00:00:00+00:00,0.45650854531721285,0.4565094731600535,0.44215101974537707,0.4443319537972883,0.4371870143291001,0.28262668744969854
2012-01-27 00:00:00+00:00,0.4471548698090464,0.4471557885785328,0.4463563754794577,0.4511670972147628,0.44975128241536044,0.21727692123347447
2012-01-30 00:00:00+00:00,0.4239279875629227,0.42392888380161564,0.42576705236842427,0.4299152755872344,0.4361124387690911,0.2253403525464914
2012-01-31 00:00:00+00:00,0.42263671602179076,0.42263761100791053,0.4178105521738855,0.42870423249435174,0.4277471844659253,0.2910650442526076
2012-02-01 00:00:00+00:00,0.4536610223857047,0.45366194746636,0.44302576659240755,0.4389900791673855,0.43118579396902534,0.2831662761615027
2012-02-02 00:00:00+00:00,0.4661933243831904,0.466194261620566,0.4523112249075991,0.4618676957697738,0.4585296735661919,0.26703054705428897
2012-02-03 00:00:00+00:00,0.48091094219656183,0.4809118937104814,0.46563382472750803,0.46915080362227446,0.4626295603369899,0.3299014984606522
2012-02-06 00:00:00+00:00,0.4766230864542431,0.47662403380881,0.4623704029691782,0.4721203298897587,0.4766817022755703,0.22772163606337356
2012-02-07 00:00:00+00:00,0.4785435840925436,0.47854453331005253,0.4649105363955879,0.4679230732466404,0.47798778945713183,0.22577481012430556
2012-02-08 00:00:00+00:00,0.4789408113589215,0.47894176096175334,0.47581078560398304,0.487134348017332,0.48091397365562427,0.25251865064316187
2012-02-09 00:00:00+00:00,0.4876819129508052,0.48768287103277574,0.483498208740224,0.4915474052490414,0.4841541676894858,0.24734062563411174
2012-02-10 00:00:00+00:00,0.4702989761657175,0.470299917385702,0.4654992861983591,0.4713240386788533,0.4796243538278968,0.21829909984949783
2012-02-13 00:00:00+00:00,0.46884215284567987,0.468843092652501,0.46935129348775195,0.4756209329811183,0.48036829075405696,0.1845140066336479
2012-02-14 00:00:00+00:00,0.46612720067462354,0.4661281378478571,0.46085647490490933,0.4672097324121305,0.46453073248162124,0.1891030439643203
2012-02-15 00:00:00+00:00,0.46111085243645666,0.4611117847436773,0.46432178659281664,0.46681150580045094,0.4744334241432555,0.19202771611351224
2012-02-16 00:00:00+00:00,0.4307321010072791,0.4307330038461724,0.43039294367591285,0.4266137858017145,0.44616382094917006,0.38664064481104393
2012-02-17 00:00:00+00:00,0.4471052366097066,0.44710615533104725,0.43988012764897366,0.4491929754640238,0.44593230932761774,0.3278166087432118
2012-02-20 00:00:00+00:00,0.473775563522735,0.47377650811511673,0.4583836928789282,0.4662143278953852,0.4589594392123373,0.205145041699061
2012-02-21 00:00:00+00:00,0.46533242279854936,0.46533335920082386,0.4661721431158121,0.4629627379456658,0.4752600207278781,0.24152168069977312
2012-02-22 00:00:00+00:00,0.4471052366097066,0.44710615533104725,0.4516551237043993,0.4560943819751424,0.46701052223548856,0.2273049114479192
2012-02-23 00:00:00+00:00,0.42569942393154436,0.4257003218885854,0.43385809109211193,0.4275262399420643,0.44429574495685276,0.31661570973268577
2012-02-24 00:00:00+00:00,0.42569942393154436,0.4257003218885854,0.4163470555240838,0.4232295076522532,0.43027653772594077,0.24530766816358204
2012-02-27 00:00:00+00:00,0.4272721658311476,0.42727306531379694,0.4132350922808641,0.41870028749109944,0.4187372816935413,0.21488930451574956
2012-02-28 00:00:00+00:00,0.4255338721526387,0.42553476994908956,0.42085516401667644,0.4240423241334561,0.4311197631090429,0.2505654915032511
2012-02-29 00:00:00+00:00,0.41546835632951007,0.41546924436209964,0.42647358498609145,0.42022660681926616,0.4278629402767016,0.29724371499481567
2012-03-01 00:00:00+00:00,0.42901045950965644,0.4290113606785043,0.4162797041236552,0.414187916625151,0.4119096261934896,0.2521804577181579
2012-03-02 00:00:00+00:00,0.4316096547728061,0.4316105584629536,0.4220663393224333,0.43379725599506824,0.43254144465673505,0.1919707173059273
2012-03-05 00:00:00+00:00,0.41341544960241716,0.41341633564362346,0.4117042442306338,0.4173565561984749,0.4238457131643658,0.2116087064791938
2012-03-06 00:00:00+00:00,0.3659187412373961,0.3659195003694201,0.3924943106547205,0.37515142088972375,0.40890078233653515,0.3646897706899972
2012-03-07 00:00:00+00:00,0.3651240441971515,0.3651248025582948,0.3547806475771442,0.3610498569025,0.3660666118992615,0.36684305897653957
2012-03-08 00:00:00+00:00,0.3892283993729726,0.38922926195199314,0.37247681736049687,0.3720490444100437,0.37542362065932866,0.30392397524377124
